id,text,HS,TR,AG,caps,sntmt,nohs
326,go fund me hundred million dollar build wall along border side farm build wall build wall build wall,1,0,1,0.0,0.4985457879621133,0.0
330,illegally break law law state get deport choice get come illegally feel entitled demand stay ake job citizen steal resource trump make america great deport mall,1,0,0,0.0178571428571428,0.7361347985600305,0.0
334,user i bit tongue i hear syrian refugee complain or they may be someone swop high rise,1,0,0,0.0,0.3174205228123292,0.0
336,user user user user user user numb illegal alien commit felon iis on welfare theft illegal immigration victimless crime,1,0,1,0.0357142857142857,0.198926890046842,0.0
339,user i bio say build wall,1,0,0,0.0,0.4985457879621133,0.0
345,south korean stand islamic immigration via user,1,0,0,0.0,0.4985457879621133,0.0
346,user user blood demo crap hand sure build wall,1,0,1,0.0,0.7178818648627654,0.0
347,user time end obama illegal theta stop reward illegal ii migration youth need job make america great trump make america great red nation rise walk away via user,1,0,1,0.0178571428571428,0.7462140284313225,0.0
349,user need army stop invasion important defend national border constant onslaught hostile foreign invader,1,0,1,0.0714285714285714,0.145722597044649,0.0
350,user listen world service criticism israel want deport young african male migrant may be evidence europe like france france many settle turn crime well truth live lie,1,0,0,0.0,0.5372580539354337,0.0
351,migrant invasion migrant build wall illegal trespasser send back,1,0,0,0.0,0.2190352043671807,0.0
353,european wake even ordinary people begin take action immigration youtube,1,0,0,0.0,0.4985457879621133,0.0
355,home use look beautiful full effort mass produce fit third world immigrant,1,0,0,0.0,0.8749373273348373,0.0
358,user user say build wall build wall build wall build wall build wall build wall build wall build wall build wall build wall build wall build wall build wall build wall build i,1,0,0,0.0,0.4985457879621133,0.0
360,user god bless ice thank get illegal alien sovereign country street sanctuary state sanctuary city theta amnesty communist socialism make america great american dreamer make america great make america great,1,0,1,0.3392857142857142,0.9051750169487132,0.0
362,need even buy you ur product biggie love trump period user user build wall lock theta,1,0,0,0.0,0.3750877583943479,0.0
363,illegal alien un license drunk driver ram ambulance kill num year old rush hospital theta amnesty enforce laws keep american safe deport mall,1,0,1,0.0,0.0387624113955656,0.0
366,user good one government predict num immigration overtake new birth dominant driver population growth predict cause failures top build wall,1,0,0,0.0178571428571428,0.2784575297277826,0.0
367,user need wall president listen lifetime politician listen you ur voter build wall,1,0,1,0.0,0.4985457879621133,0.0
368,algeria send clear message refugee num refugee leave desert without water to the time till dies top refugee try go territory republic algeria,1,0,1,0.0,0.226607163126211,0.0
372,user numb accurate diversity great weakness unity strength unite stand divide fall build wall deport malls top invasion make america great,1,0,1,0.0,0.9415304480765077,0.0
373,user asylum seeker enter legal usa port entry enter illegally separation occur break american immigration law wake democrat lie walk away make america great build wall,1,0,0,0.0357142857142857,0.8129575854397285,0.0
375,i build wall,1,0,1,0.0,0.4985457879621133,0.0
377,say loud say clear illegal immigrant welcome,1,0,0,0.0,0.228111525793568,0.0
384,users top immigration num muslim countrie quick,1,0,0,0.0,0.3501153381162216,0.0
387,user user user user user user american want safety security illegal drug gang criminal num st build wall build wall,1,0,1,0.1607142857142857,0.3653595464787726,0.0
389,wonder many refugee accuse fraud i permeate whole program,1,0,1,0.0,0.2344298489964675,0.0
390,user user current gop congress care american think want obama care support mueller investigation support tax scam want responsible gun control want build walls top vote,1,0,1,0.0,0.5181526480599997,0.0
391,border agent kill partner injure illegal immigrant use rock report say preventable death,1,0,0,0.0,0.0270283825901809,0.0
392,trump mean immigration europe destroy europe right alive new president make good job usa european ruler house dogs make everything like,1,0,0,0.0,0.7704844127980155,0.0
395,dobbs budget congress president trump appropriation build wall i much wall secure away congress extract negotiation theta limit chain migration visa lottery etc well merit base immigration principle raise act,1,0,0,0.0178571428571428,0.7923478168969375,0.0
396,num bangladesh national apprehend near texas border num week via user amnesty deport mall build wall trump make america great masa,1,0,0,0.0535714285714285,0.7193862275301224,0.0
398,get hot life accept female climate refugee regime renounce patriarchal way otherwise let roast,1,0,1,0.0,0.6900010100944155,0.0
399,you ur scrounge r soldier come create caliphate create chaos go home look you ur girlfriend wife kid fight age last thing refugee bugger by ebey cheer i,1,0,1,0.0,0.1350416221064143,0.0
401,easy solution benefit child num wife num vote nu st name generation immigrant simple solution combine benefit guarantee job home unless apply arrival soft touch gulf state saudi in take refuge enum,1,0,0,0.0714285714285714,0.6199980006400693,0.0
402,user user sterile murder illegal mexican immigrant july num num,1,1,0,0.0,0.0772239502576599,0.0
403,user user user user user solar power laser station along entire southern border live cam watch barbecue fast build then call operation cookout make america great in on build i,1,0,1,0.0178571428571428,0.8119045315725786,0.0
404,cultural diversity american culture fastly become minority culture one require take cultural diversity training one america without learn american culture build wallice scout trump rally,1,0,1,0.0178571428571428,0.3501153381162216,0.0
406,mean asylum seeker criminal whats a liberal logic close border deport illegal immigrant build wall,1,0,0,0.0178571428571428,0.1600140423845407,0.0
411,user user ignore role immigration invasion white genocide housing disaster irresponsible criminal,1,0,0,0.0,0.0862501262618019,0.0
412,poland country safe take refugee,1,0,0,0.0,0.7193862275301224,0.0
413,right prefer illegal migrant lawbreaker american citizen i would never vote,1,0,0,0.0178571428571428,0.1636245127861975,0.0
414,max mosley publish election leaflet say coloured immigration threaten you ur child health,1,0,1,0.0,0.3070905658298111,0.0
415,sheer racism bigotry israeli lawmaker oren has an black african refugee getting marry kids top i even culture i need destroy problem still small israel,1,0,1,0.0,0.0422224455304867,0.0
425,flee life migrant trek us tell you ur rep refugee immigrant via user,1,0,0,0.1428571428571428,0.2745963322148996,0.0
427,num refugee come eritrean first want well life second military service need long num accept eu wrong come pay numi illegal corruption help,1,0,1,0.0,0.7704844127980155,0.0
430,somali muslim immigrant explain acceptable kill anyone insult mo hamme video via user worship mo hamme sharia like go home deport,1,0,1,0.0892857142857142,0.063082941184504,0.0
432,user keep illegal lock break law let infect american disease num illegal trump make america great immigration,1,0,1,0.0178571428571428,0.6891986833384918,0.0
433,immigration go crazy num trainee doctor abroad nurse practitioner equivalent get pain peanut train come uk,1,0,0,0.0,0.152141211092039,0.0
435,ridiculous lotus a citizen even earn much money work try support refugee need go home,1,0,0,0.0,0.6327850833126039,0.0
436,user user i legal refugee go home kid,1,0,1,0.0,0.4985457879621133,0.0
438,immigrant come legally like numb nut milion every year cross border illegally blame you ur illegal actionaid trump make america great red nation rise via user,1,0,0,0.0892857142857142,0.8596931189722863,0.0
440,build wall afford dummy make,1,0,1,0.0,0.4985457879621133,0.0
444,uk polish immigrant return home cite fear terrorism anti white racism black via user,1,0,1,0.0,0.0387624113955656,0.0
448,raping europe muslim refugee hell sweeten betray femi nazi government sodomite swedish dentist fire report refugee patient via user,1,0,1,0.3214285714285714,0.0105806840937443,0.0
450,forbid france say french people first illegal migrant,1,0,1,0.0,0.1221542485893892,0.0
455,users top waste taxpayer money illegal alien immigrant program cost num million kill program deport mall fast trump make america great vote red gop,1,0,1,0.0178571428571428,0.0646374492741062,0.0
457,spain become third world american tourist almost kill migrant speak via user,1,0,0,0.0,0.1787182848820128,0.0
459,fuck wait pal death build wall,1,0,1,0.0178571428571428,0.0629325049177682,0.0
461,num year refugee france crack immigration grinning face with sweat number num refugee get resource help uk num sweden crime rate go soar young refugee rampage num greece italy still force take refugee,1,0,0,0.0,0.2238491649027232,0.0
465,far push work people billion syrian refugee tax credit top people wage cut child starve,1,0,0,0.0,0.4093370817878425,0.0
467,dreamer repeatedly rape young girl north carolina via user user user user build wall death penalty child rapeseed american safe keep american safe theta,1,0,1,0.0178571428571428,0.0677464654533107,0.0
468,user migrant get phone next load come mobile phone cost thing poor migrant phon,1,0,0,0.0,0.2595025601190843,0.0
470,user fact illegally make criminal reward behavior come freedom like free stuff give illegal free stuff would build wall,1,0,1,0.0714285714285714,0.9741249725359096,0.0
471,trump stand victim immigrant violence,1,0,0,0.0,0.1221542485893892,0.0
472,user deport illegal alien kid back name world nation make america great build wall theta amnesty deport,1,0,1,0.0178571428571428,0.2777053483941041,0.0
474,you ur boat shall drown mediterranean sea rest assimilate society leave immediately refugee welcome illegal alien,1,0,1,0.0,0.2300170518388869,0.0
477,user wake prepare stop evil dead track deport mall deport undesirable kick l yer save world one true god,1,0,1,0.0,0.4353625559331188,0.0
482,user user i would be tre look fact obfuscate president trump nato immigration take europe know,1,0,0,0.0357142857142857,0.4985457879621133,0.0
484,user user address legal immigration tell the racial interest majority long term must address without apology,1,0,0,0.0535714285714285,0.736235089404521,0.0
485,num gang member break brooklyn ny name floor apartment rape girl build wall amnesty theta illegal immigration illegal alien illegal alien man um,1,0,1,0.0357142857142857,0.0159963896962295,0.0
492,angry italian official refuse let italian commercial ship disembark num refugee migrant think let libyan coastguard intercept return inhumane detention center instead,1,0,1,0.0,0.1020960796912958,0.0
493,anyone answer question ok country make lighthearted even offensive comment christianity similar comment islam consider islamo phobic mainstream media burqa exit bit coin immigration rum to the saudi arabia,1,0,0,0.0,0.447848766072182,0.0
495,user real user user holder also kill user officer brian terry fast furious debacle many die you ur negligence build wall deport mall theta amnesty work wi,1,0,1,0.0178571428571428,0.0187042424974722,0.0
498,user time get american belong hunger vet street homeless poor homeless mental case leave without help need import allow anyone else country make america great theta,1,0,1,0.0,0.0703038819878176,0.0
499,user user i really refugee enrich culture right i be told numi send back late save europe,1,0,1,0.0,0.2535854002941468,0.0
505,president obama democrats illegal immigration victimless crime cost taxpayer low wage walk away satur they morning trump make america great deport mall,1,0,0,0.0357142857142857,0.6236586164639714,0.0
507,user user user num number remarkably low previous year much highbush year insane but even low num num month definitely invasion stop invasion secure b or,1,0,1,0.0178571428571428,0.776802736000915,0.0
512,illegal alien crime rampant first sanctuary state oregon statistic outrageous construe close poll states user amnesty theta deport mall keep american safe,1,0,1,0.0535714285714285,0.0747166791453982,0.0
513,know funny immigrant advocate tell go back home becuase like conservative immigrant,1,0,1,0.0,0.5987864870303354,0.0
515,illegal immigrant bangladesh fag play havoc india high time mamta immigration office take note concern,1,0,1,0.0,0.1115735644956449,0.0
516,user family bring kid country illegally would afford send home,1,0,0,0.0,0.4985457879621133,0.0
517,user ruth the vids on you urn either christian people you ur brutal welfare cut snap please want migrant either,1,0,1,0.0178571428571428,0.2022866333372727,0.0
519,thank ice build wall,1,0,1,0.0,0.7607562008824402,0.0
521,user user user right man favorite president build wall stop invasion make america great one flag one country united states,1,0,1,0.0357142857142857,0.8543777042142915,0.0
522,stop illegal overcrowd school free lunch free breakfast obama free medical dental get win check immigration status never file asylum enter stop asylum scam vote red trump make america great deport mall,1,0,1,0.0357142857142857,0.8919366254759715,0.0
528,user god sake put india theater unchecked appeasement you ur special community illegal migrants nation supreme,1,0,0,0.0178571428571428,0.8056363537919244,0.0
533,glad save glad save side border build wall never vote democrat,1,0,1,0.0178571428571428,0.9518102596367806,0.0
538,user user user illegal immigrant invader migrant desperate get uk escape war france may be get free house free money free load taxpayer work,1,0,1,0.0,0.2296660338831702,0.0
539,user say loud say proud refugee welcome,1,0,1,0.0178571428571428,0.6134790957481889,0.0
540,potus must build wall first ever mug twitter i hope i right user donald trump ever change abandon usa i vote dem worry vote change potus man,1,0,0,0.0535714285714285,0.356634243008102,0.0
544,user yes thing need calm control mind irreparable mistake make build wall,1,0,0,0.0,0.6493832180757763,0.0
551,america want build wall user build wall american,1,0,0,0.0,0.4985457879621133,0.0
552,mexican cartel hitman admit kill num man across via uterus need know user user media blackout build wall amnesty theta deport mall keep american safe,1,0,1,0.0,0.2117641181416218,0.0
556,user different and the folk access white people human rightist take twelve german work pay tax is order fund cost one migrant,1,0,0,0.0178571428571428,0.3070905658298111,0.0
558,fyi user user reason num job people vote user build wall num incompetent complete machete president you ur party num need walk away,1,0,1,0.1785714285714285,0.714772848683561,0.0
559,edmonton attacker identify rumour somali refugee abdullah has an sharif know police shocked face face with open mouthed,1,0,0,0.0178571428571428,0.1383010745523544,0.0
560,user sharia law student loan put londonbus police force invite migrant join,1,0,0,0.0,0.7099087427257733,0.0
561,user user thess in dke in fl gt linger illegal immigration i send back,1,0,0,0.0,0.1800722112826341,0.0
563,country doom illegal vote build wall voter ii vote republic annum,1,0,1,0.0178571428571428,0.1627720406080285,0.0
567,user user liberal always call people racist believe open border illegal immigration hurt american worker liberal anti american anti american think grave dead american kille,1,0,0,0.0,0.0124360647168179,0.0
568,american taxpayer support illegal people responsibility deport all build wall,1,0,1,0.0,0.3510179557166358,0.0
569,distribute across spain europe send back morocco come migrant,1,0,0,0.0,0.4985457879621133,0.0
575,user i tweet swede quote i country never immigration neighbourhood set alive,1,0,0,0.0,0.4985457879621133,0.0
577,user user user user user build wall end corruption deport deport deport,1,0,1,0.0,0.4985457879621133,0.0
579,long take cinco de mayor become national how they north july become mournful remembrance immigration invasion stop great replacement stop invasion immigration secure border theta amnesty build wall vote red vote reprise,1,0,0,0.0,0.4726707500835727,0.0
581,user user theta without man the tory e verify end illegal immigration reward illegal amnesty keep family together deport illegal family together trump make america great vote red,1,0,1,0.1785714285714285,0.9552702937717016,0.0
583,user learn greenland leave eu immigration rape violence meddle fool impose rule brave num,1,0,0,0.0,0.0363554311277944,0.0
586,person left innocent american child murder needlessly person right illegal alien needlessly murder innocent american child left build build wall,1,0,1,0.0357142857142857,0.0480894599331791,0.0
589,new enemy h kick l minister interior left communistic socialist green group make business refugee everything bring refugee austria disturb business,1,0,0,0.0,0.1140808356079066,0.0
590,democrat america did they want open border illegal alien keep pour in and get pay nearly half swing district voter want illegal alien family deport together countries build wall make america great,1,0,1,0.1428571428571428,0.2166282240994095,0.0
591,economic growth via immigration shift wealth young people towards old people flood market cheap foreign labor spike profit stock cut salary manual skilled labor offer blue collar white collar employee,1,0,0,0.0,0.9007120743688874,0.0
601,burgundy burgundian refugee go home,1,0,0,0.0,0.4985457879621133,0.0
603,ill legal migration invasion,1,0,1,0.0,0.4985457879621133,0.0
604,dreamers hot man death road rage incident brag facebook user user user build wall theta amnesty deport mall fight illegal alien right create entitled behavior,1,0,1,0.0178571428571428,0.0462340793101054,0.0
607,stand ice back blue build wall time send vacation illegal back come start focus dreamer theta wack deport mall,1,0,1,0.0535714285714285,0.4985457879621133,0.0
609,user i would suggest build wall build wall build wall build wall build wall build wall build wall build wall build wall add solar panel add alligators and arm nun say graceful build wall build,1,0,1,0.0,0.4985457879621133,0.0
614,take twelve german work pay taxis order fund cost one migrant,1,0,0,0.0,0.4470464393162583,0.0
616,build wall release fisa report build wall user please president shut dem user i tired abuse i lotus release un respected fisa report president,1,0,1,0.0178571428571428,0.1123758912515687,0.0
618,true well million nation move like leave user user build wall lock theta,1,0,0,0.0,0.2910941761335816,0.0
620,anyone feel sad angry may go assay n estate may kindly take illegal immigrant state home like west bengal state arc assay india indian mama banerjee sara and the al,1,0,0,0.0535714285714285,0.1280212629920816,0.0
623,user user user reunification wrong word never always illegal refugee come bring back border without food without child quick,1,0,0,0.0,0.2595025601190843,0.0
624,build walls top illegal invasion theta amnesty trump make america great immigration,1,0,1,0.0178571428571428,0.1681877462105137,0.0
625,user user shut fuck build wall,1,1,1,0.0,0.2052953586719867,0.0
630,user friggin idiot anti american build wall amnesty theta drain deep state vote em num make america great walk away trump num storm liberalism mental disease,1,1,1,0.1071428571428571,0.2783572388832922,0.0
632,family belong together deport illegal alien end theta roundup theta de fund sanctuary city sanctuary state build wall,1,0,0,0.0357142857142857,0.2190352043671807,0.0
633,user yes hussein take care theta instead unlawful keep go allow illegal alien pour usa bring muslim middle night call is isis il take pallet cash enemy trev on could i,1,0,1,0.0535714285714285,0.101293752935372,0.0
634,skinny always healthy tell hollywood they would house immigrant refugee obama wars and there say hate trump globalist democracy have look paris france lately poor people campaign get funding dem rep,1,0,0,0.0,0.066743557008406,0.0
635,num million african num million refugee go germany europe try come anyway would declaration war entire europe think cheat play racist card forever,1,0,1,0.0,0.1346906041506976,0.0
637,user user exactly crack child trafficking thunderous get back build wall,1,0,1,0.0178571428571428,0.1606659328737287,0.0
639,user another young life take soon circle within num month num yr old clean num num one last time kill hold people accountable murder user build wall,1,0,1,0.0,0.0699528640321009,0.0
641,austria eld people home need num eurofood goverment like reduce benefit refugee num euro refugee get money originate citizen,1,0,0,0.0,0.8347708441164051,0.0
642,deport mall sanctuary city government aid taxpayer illegal excuses build wall build wall,1,0,0,0.0,0.1979741270241825,0.0
647,user immigration stop europe refugee destroy welfare mean streetlight dead european street,1,0,1,0.0,0.0982348821784128,0.0
648,train you ur refugee,1,0,1,0.0,0.4985457879621133,0.0
653,oh look another illegal alien lib tard radical muslim terrorist try kill american thank user kill fever save taxpayer prison cost build wall,1,0,1,0.0,0.0102296661380276,0.0
654,cuban never assimilate miami ii leave third world country stop invasion,1,0,1,0.0,0.3501153381162216,0.0
665,user user i would hate hate border property terrifying see know happen back your hundred short time wonder iowa cornfield please build wall please,1,0,1,0.0,0.055811854958945,0.0
666,user user to mi argue i result i disgusted america businessman woman choose hire illegal first place i believe start i break seasonal immigrant hiring system loss prevail wager u,1,0,1,0.0,0.1251629739241032,0.0
668,simple wage nice thing country like universal healthcare possible many illegal immigrant country along porous border employer want unending flow cheap labor consensus happen,1,0,0,0.0,0.8730819467117636,0.0
672,wall name american die hand illegal immigration reminder build first place,1,0,0,0.0,0.0963795015553391,0.0
681,go build wall,1,0,0,0.0178571428571428,0.4985457879621133,0.0
682,everywhere go act like normal chuck people scum refugee,1,0,0,0.0178571428571428,0.729365166556924,0.0
683,user theta tues they thought obama use dreamer illegal alien defraud american dream on the ca deal make america great clint eastwood mock for his num rec speech yet new obama painting confirm obama s nothing empty chair clint,1,0,0,0.0714285714285714,0.4840537609332407,0.0
689,illegal alien kill two search rescue dog texas wicked infernal barbarian place society build wall deport mall amnesty the ca nom,1,0,1,0.0,0.0388125568178109,0.0
690,user one true question uk want immigration stop ever promise win uk vote,1,0,0,0.0,0.90341992717013,0.0
694,twice deport illegal alien bury girlfriend wood suspect kill still miss toddler user user user amnesty theta build walls top invasion follow you ur oath keep american safe,1,0,1,0.0,0.0413198279300725,0.0
698,numb nut illegal refugee stay israel num prison return get gift num usd forget return prosecuted israel give example,1,0,1,0.0535714285714285,0.3078928925857348,0.0
700,laughable i police stop driver see wear flip flop issue people fine in umi fucking disgrace police force become fucking joke i get nick black gangsta b people immigrant thief,1,0,1,0.0,0.1087654208499118,0.0
701,user hungary refuse pointblank allow migrant ship port coastguard rock solid invader need send back whence come period,1,0,1,0.0,0.4217731465046605,0.0
704,one hard work immigrant look well life hear left time build wall deport mall,1,0,0,0.0,0.6796710531118973,0.0
707,user i run completely dry empathy refugee refugee economic migrant traitorous ngo smuggle europe,1,0,1,0.0357142857142857,0.3174205228123292,0.0
709,build wall illegal alien user user eric lang ceo your ra bee farm admit use verify killer worker tell ag user get behind work getting verify man the tory small job hopefully ice raid your e bee farm regular visit,1,1,1,0.0357142857142857,0.1249623922351223,0.0
716,tent enough illegal migrant try assassinate greek policeman bad treatment illegal greece free speech time user,1,0,1,0.0,0.8681676953317308,0.0
719,democratic process money steal aka taxis give low iq immigrant,1,0,1,0.0178571428571428,0.1733025792795276,0.0
721,communist take greek government website athens fire disaster response time greece anonymous take terrorist rape fuge e website time soon,1,0,0,0.0,0.0241700935222026,0.0
722,expose terrorist training camp shutdown terrorist training camp shutdown invasion illegal alien build wall end chain migration end visa lottery word start protect american citizen user user user user user user user,1,0,1,0.125,0.0247216931669002,0.0
726,ice num illegal immigrant release jail later charge num murder case build wall enforce laws keep american safe congress com templating ban sanctuary city amnesty theta deal end chain migration deport,1,0,1,0.0,0.0483903324666504,0.0
729,nicola sturgeon wo put cap immigration really you ur people learn anything nicola offer you ur scot,1,1,0,0.0,0.4985457879621133,0.0
731,mexican fugitive want murder find south carolina need wall keeps cum country build wall techno amnesty make america great again make america great vote red walk away,1,0,1,0.0357142857142857,0.6891986833384918,0.0
733,bozo say good numen de ice open borders legalize drug send e immigration latinum num gang member brutally hack informant death i machete tx build wallet to keep texas red choose cruz,1,0,0,0.0892857142857142,0.179620902482427,0.0
734,street interview whit italian send migrant back come block street pray i free speech time user,1,0,0,0.0,0.5500451366079683,0.0
735,user user must make illegal immigration stay felon passman the tory e verify job welfare trump make america great vote red,1,0,0,0.0178571428571428,0.5999899771642211,0.0
737,british public generally go work go home many watch soap easily manipulate tolerant race never object immigration however many immigrant tolerant one god,1,0,1,0.0,0.8119045315725786,0.0
738,user num physical barrier num monitor deport visa over stays num employer crack dominum listen giant suck sound self deportations stop invasion common sense solutions make america great again american dream,1,0,1,0.0,0.8888276092967671,0.0
740,muslim immigrate christian country via user,1,0,1,0.1071428571428571,0.4985457879621133,0.0
742,user user user eritrean safe go back home eritrean flee country even go back holi they eritrean refugees send back,1,0,1,0.0,0.8347708441164051,0.0
747,i swedish mother num make relation afghani refugee num sex also kiss touch the ugh ter num fighter i movement control,1,1,1,0.0357142857142857,0.8399358226076642,0.0
748,scout alien seek admission first time least connection country limited due process whatever authorize congress mean judge deport asap trump make america great immigration theta,1,0,1,0.0535714285714285,0.3989569793830791,0.0
749,american communist live country want open borders drain swamps top invasion,1,0,0,0.0,0.5372580539354337,0.0
750,watch afghan migrant harass bulgarian woman get lesson free speech time user,1,1,1,0.0,0.4726707500835727,0.0
751,ca well you ur vote wo count allow illegal alien vote american privilege build wall,1,0,1,0.1071428571428571,0.7476682456764343,0.0
756,illegal criminal everywhere build wall,1,0,1,0.0178571428571428,0.0796810759476763,0.0
757,come across border build wall build wall wrong user,1,0,1,0.0,0.2595025601190843,0.0
760,watch hundred dutchman take street drive illegal immigrant town free speech time user,1,0,1,0.0,0.4598335219887929,0.0
761,user hear illegally would problem perhaps leave nobody stop,1,0,1,0.0,0.5574165136780176,0.0
763,user time num year ago usa consequent line to the usa soft nation without sucess future invasion illegal refugee must stop way,1,0,1,0.0,0.3850666974211494,0.0
764,watch democratic senator understand illegal immigrant break federal law via user moron elect moroni,1,0,1,0.0178571428571428,0.3199779393468361,0.0
769,yes please close loopholes man the tee verify visa lottery end chain migration,1,0,0,0.0,0.8232875424222466,0.0
771,user user much corruption government many thing sweep rug drain swamp blue ripple kate wall obama spy gate amnesty theta make america great,1,0,1,0.0357142857142857,0.6229565805525381,0.0
773,user user warrant pay raise immigrant valuable tell,1,0,1,0.0,0.3436465786465864,0.0
779,user apparently num num immigrant year normal white genocide african asia asian white country everyone white genocide,1,0,1,0.0178571428571428,0.4985457879621133,0.0
780,student arunachal threaten launch operation clean drive august num illegal migrant leave state download app android,1,0,0,0.0,0.2382409010871052,0.0
